index,quote,author,tags,likes
1738,Life is short. Focus on what really matters most; you should change your priorities over time.,Roy T. Bennett,focus;inspiration;inspirational;inspirational-quotes;inspire;inspiring;leader;leaders;leadership;life;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;priorities;priority;time,184
1739,Great victory requires great risk,"Rick Riordan,",inspirational;victory,184
1740,Light a candle instead of cursing the darkness.,"Eleanor Roosevelt,",inspirational,281
1741,"If people reach perfection they vanish, you know.","T.H. White,",human;inspirational;people;perfection,227
1742,"I ask of you your lives,” Elend said, voice echoing, “and your courage. I ask of you your faith, and your honor—your strength, and your compassion. For today, I lead you to die. I will not ask you to welcome this event. I will not insult you by calling it well, or just, or even glorious. But I will say this","Brandon Sanderson,",inspirational;sci-fi,226
1743,The hardest battle you are ever going to have to fight is the battle to be just you.,Leo Buscaglia,inspirational,225
1744,"Begin doing what you want to do now. We are not living in eternity. We have only this moment, sparkling like a star in our hand--and melting like a snowflake...",Sir Francis Bacon,inspirational,221
1745,"Politeness is okay, but it gets old and boring. You want to attack life with a passion, not a politeness, you want people to think about you and remember you and say ""she is so passionate"" you don't want people to think about you and remember you and say ""she is so polite,"" because, who cares about polite?",C. JoyBell C.,being-passionate;inspiration;inspirational;inspirational-life;inspirational-quotes;inspiring;life-and-living;passion;passion-for-life;passionate;passionate-life;passionate-living;passions;polite;politeness,216
1746,"People who lack the clarity, courage, or determination to follow their own dreams will often find ways to discourage yours. Live your truth and don't EVER stop!","Steve Maraboli,",clarity;courage;determination;follow-your-dreams;inspirational;living;motivational;truth,212
1747,"The decisions I made after that moment were not the ones she would have made. They were the choices of a changed person, a new self","Tara Westover,",inspirational,212
1748,"The graveyard is the richest place on earth, because it is here that you will find all the hopes and dreams that were never fulfilled, the books that were never written, the songs that were never sung, the inventions that were never shared, the cures that were never discovered, all because someone was too afraid to take that first step, keep with the problem, or determined to carry out their dream.",Les Brown,inspirational;les-brown,207
1749,"Try to find pleasure in the speed that you're not used to. Changing the way you do routine things allows a new person to grow inside of you. But when all is said and done, you're the one who must decide how you handle it.",Paulo Coelho,fiction;inspirational;spirituality,205
1750,"If you have the guts to be yourself, other people'll pay your price.","John Updike,",inspirational,198
1751,Doing the best at this moment puts you in the best place for the mext moment,Oprah Winfrey,inspirational;life;success,198
1752,"Look not mournfully into the past, it comes not back again. Wisely improve the present, it is thine. Go forth to meet the shadowy future without fear and with a manly heart.",Henry Wadsworth Longfellow,inspirational,197
1753,"Try to remember it always,"" he said once Gogol had reached him, leading him slowly back across the breakwater, to where his mother and Sonia stood waiting. ""Remember that you and I made this journey together to a place where there was nowhere left to go.","Jhumpa Lahiri,",inspirational,196
1754,"Even if you don't have all the things you want, be grateful for the things you don't have that you don't want (Bob Dylan's dad)","Bob Dylan,",inspirational,194
1755,The difference between false memories and true ones is th,Salvador Dali,inspirational,194
1756,Until justice rolls down like water and righteousness like a mighty stream.,Martin Luther King Jr.,america;freedom;human-rights;inspirational;justice;peace;pride;righteousness;stream;water,192
1757,"Nobody can go back and start a new beginning, but anyone can start today and make a new ending.",Maria Robinson,inspirational,189
1758,You’re only poor if you give up. The most important thing is that you did something. Most people only talk and dream of getting rich. You’ve done something.,"Robert T. Kiyosaki,",inspirational,187
1759,Sometimes a little discomfort in the beginning can save a whole lot of pain down the road.,"Wendelin Van Draanen,",inspirational;pain,187
1760,"A complete stranger has the capacity to alter the life of another irrevocably. This domino effect has the capacity to change the course of an entire world. That is what life is; a chain reaction of individuals colliding with others and influencing their lives without realizing it. A decision that seems miniscule to you, may be monumental to the fate of the world.","J.D. Stroube,",alter;chain;choice;course;decision;domino;fate;inspirational;life;lives;monumental;reaction;stranger;world,184
1761,"Sometimes you have to steer away from the crowd in order to be a better person. It's not always easy, that's for sure. But it's right. And sometimes doing the right thing feels good, even if it does end up in a trip to the principal's office.","Simone Elkeles,",experience;inspirational;truth,183
1762,Forgiveness is God's greatest gift,"Dan Brown,",forgiveness;inspirational;religion,182
1763,"...try to remember that dreams do come true, but they don't come easily.","Josephine Angelini,",dreams;inspirational,180
1764,Life might take you down different roads. But each of you gets to decide which one to take.,"Gayle Forman,",inspirational,180
1765,being afraid to take chances is scarier than actually doing things that challenge you.,"Simone Elkeles,",inspirational,179
1766,"Learn everything you can, anytime you can, from anyone you can, there will always come a time when you will be grateful you did.",Sarah Caldwell,inspirational;learning;motivational;opportunity,178
1767,"To all that come to this happy place, welcome. Disneyland is your land. Here age relives fond memories of the past, and here youth may savor the challenge and promise of the future. Disneyland is dedicated to the ideals, the dreams, and the hard facts that have created America... with hope that it will be a source of joy and inspiration to all the world.",Walt Disney,inspirational,177
1768,"It is the useless things that make life worth living and that make life dangerous too: wine, love, art, beauty. Without them life is safe, but not worth bothering with.","Stephen Fry,",inspirational;life-and-living,176
1769,Is there any real purpose in being alive if all we are going to do is get up every day and live only for ourselves,Joyce Meyer,inspirational,174
1770,"That which we persist in doing becomes easier to do, not that the nature of the thing has changed but that our power to do has increased.",Ralph Waldo Emerson,inspirational,366
